# Simple Text Format
# Sampling Rate (Hz):= 100.00
# Resolution:= 0
# Units:= m/s^2
# Labels:= acc_x	acc_y	acc_z
0.41992	-1.08447	0.22803
0.44482	-1.10254	0.23047
0.44482	-1.10693	0.24219
0.43604	-1.11279	0.25488
0.45264	-1.16602	0.24219
0.45654	-1.25488	0.24902
0.47168	-1.29883	0.27832
0.49951	-1.3584	0.29053
0.50928	-1.33984	0.3042
0.47656	-1.27002	0.32861
0.45898	-1.19434	0.30957
0.43896	-1.05908	0.29395
0.41846	-0.9624	0.25049
0.39795	-0.88037	0.23682
0.37256	-0.83887	0.21777
0.35156	-0.80957	0.19385
0.34521	-0.80127	0.18359
0.36035	-0.83789	0.19434
0.34229	-0.85254	0.20264
0.33008	-0.88428	0.21631
0.34619	-0.93457	0.22607
0.34912	-0.96777	0.21875
0.34521	-0.99805	0.23535
0.34717	-1.00586	0.23291
0.33203	-1.01416	0.23682
0.32471	-0.979	0.2334
0.30127	-0.9502	0.2207
0.28271	-0.92383	0.20215
0.25879	-0.88281	0.20557
0.24072	-0.85205	0.20605
0.25	-0.84277	0.19971
0.24072	-0.83105	0.19727
0.24463	-0.8208	0.2168
0.23437	-0.82471	0.20312
0.26758	-0.8291	0.20264
0.27832	-0.84326	0.20459
0.27832	-0.85449	0.18213
0.27783	-0.87793	0.18604
0.28613	-0.87793	0.18164
0.28955	-0.88525	0.18066
0.29687	-0.88574	0.1748
0.29541	-0.88574	0.17432
0.28271	-0.8833	0.17334
0.28174	-0.88379	0.17187
0.28125	-0.8877	0.17187
0.27344	-0.90625	0.18457
0.27881	-0.91895	0.19287
0.28857	-0.94434	0.21191
0.29199	-0.95898	0.22705
0.27881	-0.97803	0.22998
0.28467	-0.97754	0.23047
0.30273	-1.00928	0.21045
0.27295	-0.93018	0.20508
0.27197	-0.98682	0.20801
0.27441	-0.97852	0.20898
0.26758	-0.97021	0.2251
0.26172	-0.98389	0.23486
0.26855	-0.97949	0.25391
0.28223	-0.98242	0.2373
0.29883	-1.0166	0.23291
0.32812	-1.07471	0.23779
0.34326	-1.10645	0.25098
0.35937	-1.11865	0.25146
0.37354	-1.08691	0.27637
0.37793	-1.04297	0.27881
0.38428	-0.97266	0.27686
0.375	-0.90869	0.26172
0.37939	-0.8418	0.26318
0.36816	-0.79443	0.24902
0.35498	-0.74902	0.23193
0.33838	-0.74365	0.21729
0.33984	-0.73389	0.21191
0.33496	-0.76123	0.21826
0.33398	-0.79248	0.23535
0.34375	-0.81836	0.25391
0.33496	-0.86816	0.26074
0.33887	-0.88672	0.27734
0.32715	-0.90576	0.29639
0.33203	-0.91504	0.29687
0.31982	-0.89795	0.29932
0.30273	-0.88574	0.3042
0.29199	-0.86768	0.29395
0.27979	-0.83447	0.26074
0.27881	-0.80322	0.25635
0.28223	-0.80322	0.24072
0.28125	-0.80664	0.23975
0.30762	-0.7832	0.24951
0.32471	-0.78467	0.25635
0.32715	-0.80811	0.24805
0.33545	-0.82324	0.25537
0.32959	-0.81201	0.25879
0.36963	-0.88037	0.24561
0.33984	-0.85937	0.25391
0.35596	-0.89648	0.24365
0.35742	-0.92432	0.25635
0.33252	-0.92822	0.25049
0.35352	-0.93896	0.26318
0.34375	-0.95654	0.26904
0.33154	-0.94824	0.26367
0.33691	-0.95361	0.27344
0.33398	-0.93018	0.25781
0.35303	-0.9292	0.2417
0.3291	-0.95068	0.23926
0.34814	-0.9585	0.24902
0.36816	-1.00244	0.25293
0.36816	-1.00977	0.25635
0.39258	-0.99902	0.26221
0.37988	-1.04004	0.28076
0.38428	-1.02393	0.28662
0.38135	-1.01562	0.26025
0.37793	-1.09082	0.23486
0.38428	-1.17627	0.21924
0.38184	-1.2251	0.24902
0.40576	-1.26025	0.26904
0.41943	-1.31055	0.30078
0.43994	-1.25342	0.33643
0.45264	-1.18311	0.35352
0.44678	-1.11328	0.32031
0.46875	-1.05029	0.28809
0.44141	-1.00195	0.26123
0.43018	-0.94092	0.22461
0.41895	-0.92529	0.2168
0.39941	-0.88623	0.20166
0.40039	-0.90137	0.21094
0.37891	-0.9126	0.2251
0.36963	-0.91992	0.23828
0.35156	-0.92627	0.24365
0.33643	-0.93945	0.24854
0.32227	-0.97266	0.25244
0.31104	-0.95996	0.2583
0.32031	-0.94824	0.25244
0.30908	-0.93701	0.25146
0.30176	-0.91602	0.25
0.30078	-0.88867	0.24414
0.29932	-0.87842	0.22998
0.29199	-0.86768	0.23291
0.29053	-0.89014	0.23633
0.29639	-0.88916	0.22803
0.29639	-0.87891	0.22998
0.28516	-0.88525	0.2251
0.28906	-0.88965	0.21338
0.29443	-0.91016	0.21973
0.27588	-0.89893	0.21777
0.28467	-0.87646	0.20752
0.29053	-0.87012	0.21094
0.28711	-0.84277	0.2002
0.28613	-0.83789	0.20605
0.28662	-0.82373	0.19678
0.2832	-0.80615	0.17432
0.28369	-0.7998	0.19385
0.29687	-0.82373	0.18945
0.30371	-0.81104	0.19629
0.31836	-0.82617	0.18604
0.33838	-0.85156	0.20264
0.34375	-0.88086	0.21533
0.36719	-0.90527	0.21924
0.37451	-0.94238	0.22559
0.38477	-0.96777	0.24512
0.39014	-0.99072	0.26562
0.38721	-0.99414	0.26416
0.375	-0.99854	0.25439
0.37695	-0.97168	0.25391
0.354	-0.97559	0.25684
0.36133	-0.99756	0.25244
0.35498	-1.02246	0.25537
0.38037	-1.07031	0.29639
0.38867	-1.09424	0.31104
0.38818	-1.09277	0.33154
0.3877	-1.04248	0.34668
0.39453	-0.97705	0.34814
0.38867	-0.89453	0.33838
0.39453	-0.78662	0.31543
0.38525	-0.70947	0.28955
0.3623	-0.64062	0.26807
0.36572	-0.61377	0.25146
0.36768	-0.64014	0.24707
0.36426	-0.68213	0.23633
0.34863	-0.7417	0.25586
0.34912	-0.78223	0.28613
0.34619	-0.84863	0.31299
0.34131	-0.90088	0.34082
0.31641	-0.93213	0.34766
0.29297	-0.92139	0.3584
0.28613	-0.90137	0.35059
0.26123	-0.87305	0.32861
0.24219	-0.84863	0.3208
0.22168	-0.81104	0.30176
0.20605	-0.77783	0.28125
0.21143	-0.72803	0.26025
0.22852	-0.7334	0.26318
0.23975	-0.73242	0.24121
0.26807	-0.74268	0.25293
0.29736	-0.75293	0.25049
0.3208	-0.77881	0.27295
0.3457	-0.78809	0.27734
0.35156	-0.80566	0.27979
0.36768	-0.79199	0.28613
0.37891	-0.81299	0.27441
0.40088	-0.81445	0.29053
0.37305	-0.83057	0.27637
0.36816	-0.86523	0.28076
0.354	-0.85937	0.2915
0.35205	-0.90088	0.29736
0.33252	-0.92041	0.29053
0.34766	-0.96143	0.31641
0.34473	-0.99951	0.31055
0.34326	-1.03955	0.30908
0.35791	-1.08887	0.31445
0.35156	-1.10938	0.29834
0.36865	-1.14014	0.31006
0.3667	-1.16846	0.29687
0.38574	-1.15479	0.29541
0.39014	-1.13916	0.29346
0.40869	-1.10791	0.29687
0.39844	-1.06934	0.28613
0.41357	-1.04688	0.26074
0.41699	-1.09912	0.23389
0.4292	-1.1543	0.25879
0.46094	-1.19043	0.29639
0.48633	-1.20801	0.32715
0.48779	-1.21631	0.34473
0.51221	-1.17578	0.36328
0.50586	-1.10254	0.34668
0.49561	-1.00977	0.29395
0.46094	-0.97754	0.26221
0.43457	-0.89795	0.22607
0.40137	-0.88379	0.22168
0.39355	-0.8623	0.21826
0.35303	-0.8667	0.22559
0.36963	-0.88574	0.23096
0.37891	-0.89111	0.24805
0.38525	-0.91016	0.25781
0.37842	-0.94238	0.2627
0.40039	-0.96436	0.25488
0.39746	-0.96875	0.26709
0.39307	-0.98047	0.27539
0.39551	-0.95312	0.27393
0.38135	-0.92432	0.271
0.36572	-0.89258	0.25537
0.35596	-0.88574	0.23096
0.33154	-0.85498	0.22852
0.32764	-0.83936	0.23047
0.32764	-0.83643	0.2251
0.31152	-0.8418	0.23535
0.30371	-0.85889	0.24023
0.2959	-0.84961	0.23389
0.28809	-0.84326	0.23682
0.2793	-0.85889	0.2251
0.27148	-0.84766	0.2251
0.29443	-0.84814	0.229
0.30371	-0.84814	0.22852
0.31836	-0.85596	0.23096
0.33643	-0.86084	0.24072
0.35205	-0.86719	0.22168
0.35352	-0.88037	0.21436
0.3252	-0.88818	0.19678
0.32178	-0.90674	0.19141
0.31885	-0.91699	0.18799
0.3042	-0.95215	0.19531
0.31934	-0.96973	0.21045
0.31006	-1.00049	0.21729
0.3252	-1.01807	0.2334
0.32227	-1.04541	0.24512
0.33301	-1.03613	0.2334
